symbol,display_symbol,canonical_symbol,meaning,meaning_len,alt_meaning_count,source_row_count
YAĞMUR,Yağmur,yağmur,"Rüyada yağmur, eğer zarar meydana gelmemişse, hayra ve rızka delâlet eder. İbn-i Sîrîn hazretleri demiştir ki: Rüyada yağmur suyu ile yıkandığını görmek, korkudan emin olmaya; yağmur tanelerinden ses geldiğini görmek, izzete, ulvi mertebeye ve insanlar arasında meşhur olmaya delâlet eder. Yağmur görmek, hayır, bereket, rızık, nimet ve rahmet ile de tâbir edilir. Çünkü yağmur, Allah'ın rahmetidir. Bir kimsenin rüyada yağmurun çok acele kendisine ulaştığını görmesi, sıkıntısız, güzel ve geniş bir rızka delâlet eder... Rüyada yağmurun sadece kendi evine yağdığını görmek, menfaate, hayra, rızka, iyiliğe ve rahmete işarettir. Rüyada çiftçilerin yağmur görmesi, müjdeye, mahsulünün bolluğuna ve rızkının genişliğine delâlet der. Rüyada gökten bal, süt, yağ veya zeytinyağı yağdığını görmek, bütün insanlar için hayra alâmettir. Rüyada semadan kılıç yağdığını görmek, insanların mübtela olacakları cenk, cidal ve düşmanlığa delâlet eder. Gökten kavun ve karpuz yağdığını görmek, halkın hastalanmasına işarettir. Yine rüyada gökten kan ve taş yağdığını görmek de, azab, musibet ve perişanlığa delâlet eder. Cafer-i Sâdık (r.a) demiştir ki: Rüyada gökten kar yağdığını görmek, altı vech ile tâbir olunur: a) Geniş rızık, b) Hayat, c) Çok mal, d) Ucuzluk, e) Menfaat, f) Hayır. Bazı kere de rüyada yağmur görmek, çekirge, dolu ve şiddetli rüzgar gibi gelecek afetlere ve musibetlere delâlet eder. Yine yağmur görmek, bazı hallerde fitnelere ve dökülecek kanlara delâlet eder. Rüyada günahkâr ve asi bir kimsenin yağan yağmur suyundan gusül abdesti veya namaz abdesti aldığını görmesi, tevbe etmeye, Hakka dönmeye; kafirin aynı rüyayı görmesi de Müslüman olmasına delâlet eder. Yağmur rüyası çok çeşitli tâbir edilmiştir. Yine yağmur, Allah Teâlâ'nın rahmetine, hak olan İslâm dinine, Cenâb-ı Hakk'ın ihsan ettiği ferahlık ve yardıma, Kur'ân-ı Kerime, ilim ve hikmete, irfan ve marifet nuruna delâlet eder. Rüyada gökten yağmur gibi su aktığını görmek, o mahalde hastalık ve azab vukuuna delâlet eder. Rüyada saf ve berrak olan yağmur suyundan içtiğini görmek, hayır ve berekete delâlet eder. Cafer-i Sâdık (r.a) demiştir ki: Rüyada yağmur görmek, on şekilde tâbir olunur: a) Rahmet, b) Bereket, c) Hastalık, d) Bela, e) Fısk, f) Fitne, g) İman, h) Küfür, ı) Yalan i) Kaht (Kuraklık). Rüyada yağmurun sakin ve faydalı yağması, hayır ve bereket; şiddetli ve tufan halinde yağması, gam, keder ve musibettir.",2402,1,2
YAĞMURLUK,Yağmurluk,yağmurluk,"Bir kimsenin rüyada yağmurluk görmesi, iyi bir isim yapmaya, hayır ile yad edilmeye işarettir. Yağmurluk, tüccar için de iyi nam ve güzel bir şöhrete delâlet eder. Rüyada görülen yağmurluk iyi kumaştan olursa, din ve dünyalığa, eğer pamuktan ise, zikredilen tâbirin biraz daha aşağısına işarettir. Bazı kere de yağmurluk görmek, kuvvet ve yardımcıya delâlet eder. Rüyada elbisesiz olarak sadece yağmurluğu giydiğini görmek, fakirliğe alâmettir.",444,1,2
YAŞ,Yaş,yaş,"Rüyada gözünün yaşlarla dolduğunu görmek, sevinçli bir habere, sürür ve feraha delâlet eder. Yine rüyada Allah korkusundan dolayı gözünün yaş akıttığını görmek, mağfirete, rahmete, ebedi nimetlere ve dinde salâha delâlet eder.",226,1,2
YAŞ HURMA,Yaş Hurma,yaş hurma,"Rüyada yaş hurma görmek, mala, bol rızka, helal kazanca delâlet eder. Yaş hurma satıcısını görmek, biriktirilmiş helal kazanca ve sünneti bilen bir adama delâlet eder.",167,1,2
YAŞLI KADIN,Yaşli Kadin,yaşli kadin,"Bir kimsenin rüyada yaşlı kadın görmesi, acizlik ile tâbir olunur. Yaşlı kadın görmek, elden giden dünyalığa, üzüntüye, bazı kere de ahirete delâlet eder. Rüyada müslüman, mütedeyyin, salâh erbabı bir yaşlı kadın görmek sevince, sürura ve helal mala alâmettir. Rüyada yaşlı bir kadının kendi evine geldiğini görmek, dünyanın insana yönelmesine delâlet eder. Çünkü dünya yaşlı kadına nisbet edilir. Yine rüyada yaşlı bir kadının kendi evinden çıktığını görmek, rüya sahibinden dünyanın yüz çevirmesine ve bunun neticesi sıkıntıya düşmeye delâlet eder. Genç bir kadının rüyada kendisini kocamış, ihtiyarlamış, saçı ağarmış görmesi, dünyada halinin iyi olduğuna delâlet eder. Çocuktan kesilmiş bir kadının tekrar eski haline geldiğini, kuvvet bulduğunu görmesi, din ve dünyasının mamurluğuna delâlet eder. Rüyada yaşlı kadın görmek, ot bitirmez, ekin vermez bir yere de işarettir. Çünkü yaşlı kadın her şeyden kesilmiştir. Rüyada kâfir olan ihtiyar kadın görmek, haram mala da delâlet eder. Rüyada yaşlı bir kadının hamile kadının yanma girdiğini görmek, sırf hayırdır. Bazı kere de rüyada yaşlı kadın görmek, ümit sektikten sonra hamile olmaya delâlet eder. Rüyada gökten yer yüzüne yaşlı bir kadın indiğini ve halkın buna taaccüp ettiğini görmek, kıtlık ile tâbir olunur. Rüyada çirkin yüzlü yaşlı bir kadın görmek, harp ve kıtlığın sona ermesine ve bollukla müjdelenmeye delâlet eder. Rüyada bir kimsenin yaşlı bir kadınla bir şeyler alıp verdiğini veya onunla uğraştığını görmesi, dünya ile uğraşmaya delâlet eder. Rüyada yaşlı kadının etli ve güzel bir surette görülmesi, ose-neki kazanç ve ticaretin güzel olacağına; yaşlı kadının ekşi yüzlü ve çirkin görülmesi, üzüntü ve kedere, şöhret ve rütbenin elden gitmesine delâlet eder.",1732,1,2
YAŞMAK,Yaşmak,yaşmak,"Rüyada yaşmak görmek, mal, servet ve zenginliğe delâlet eder. Bekâr kimsenin yaşmak görmesi, evlenmek ile tâbir olunur. Rüyada yüz örtüsü görmek, ilme, ömrü uzun bir kız çocuğuna ve aile saadetine delâlet eder.",210,1,2
YEDİ YILDIZ,Yedi̇ Yildiz,yedi̇ yildiz,"Rüyada yedi yıldızı görmek, âlim ve şerefli erkek kardeşe delâlet eder. Rüyada o yıldızların semadan döküldüğünü görmek, alim ve fazıl kimselerin vefatına alâmettir.",165,1,2
YELELİ AT,Yeleli̇ At,yeleli̇ at,"Bir kimsenin rüyada yelesi ve kuyruğu siyah diğer yerleri kızıl bir at görmesi, izzet, şeref ve yüceliğe delâlet eder. Bu rüya, bazı kere de zengin bir kadına işarettir.",169,1,2
YELKEN,Yelken,yelken,"Kirmani demiştir ki: Bir kimsenin rüyada yelken açtığını görmesi, günahlardan tevbe etmeye ve kurtuluşa delâlet eder. Rüyada denizde bir geminin yelkenlerini açılmış görmek, güzel isimle anılmaya, sena edilmeye ve hayra işarettir. Yine bir kimsenin rüyada yelken görmesi, saltanata ve kuvvete delâlet eder. Rüyada kendisi için yelken açtığını görmek, devlete, izzete, şerefe ve' nimete delâlet eder. Kirmani demiştir ki: Bir kimsenin rüyada yelken açtığını görmesi, günahlardan kurtulmağa işarettir. Açtığı yelkenin rüzgar ile dolup şiştiğini görmek, teşebbüs edilen işten netice almaya, mal ve kazanca delâlet eder. Rüyada açtığı yelkenin parçalandığını görmek, rüya sahibinin işlerinin çıkmaza gireceğine; yelkenin delinip rüzgarı tutmaz olduğunu görmek de, bir hastalık veya felaket yüzünden üzüntü ve kedere uğramaya delâlet eder. Yelken satıcısını görmek, yolculuklara ve rızık talep etmeye ya da nikâh için hazırlanmaya işarettir.",936,1,2
YELKENCİ,Yelkenci̇,yelkenci̇,"Rüyada yelkenci görmek, uzun emeller taşıyan bir arkadaşınızdan ayrılmaya delâlet eder.",87,1,2
YELKOVAN,Yelkovan,yelkovan,"Rüyada saatin yelkovanını görmek, zamanı iyi değerlendirmeye, büyük bir zât ile karşılaşmaya ve menfaata delâlet eder.",118,1,2
YELLENMEK,Yellenmek,yellenmek,"Rüyada yellendiğini görmek, fena ve çirkin bir söze alâmettir. Yellenmek küçük günah ile de tâbir olunur. Yine rüyada yellenmek, ayıplanmaya, yalnız kalmaya, yalan söze, cemmatı dağıtmaya, şeref ve itibardan düşmeğe delâlet eder.",229,1,2
YELPAZE,Yelpaze,yelpaze,"Bir kimsenin rüyada yelpaze görmesi, rahatlığa, mihnet ve şiddet sıkıntılarından kurtulmağa, fakirlikten sonra zenginliğe ve evlada delâlet eder. Rüyada hurma yaprağından yapılmış bir yelpaze görmek, yolculukla mal elde etmeye işarettir. Bazı kere de yelpaze kadın için kocaya ve çocuğa delâlet eder. Yine yelpaze görmek, insanların kendisinden faydalandıkları bir kimseye delâlet eder. Çünkü yelpaze ferahlık veren bir şeydir.",427,1,2
YEM,Yem,yem,"Rüyada hayvanlara mahsus yem görmek, rızka, mala ve menfaata delâlet eder. YEMEĞE DAVET: Rüyada insanları yemeğe davet ettiğini görmek, hayır için toplanmaya, birlik ve beraberliğe, ülfet ve muhabbete delâlet eder. Bir kimsenin rüyada bir kavmi yemeğe davet ettiğini ve hazır edilmiş yemeği de davetlilerin yediğini görmesi, onların üzerine reis olmaya delâlet eder. Yemek yiyenler için hasta ve üzüntülü biri varsa, o da hastalık ve üzüntüden halas olur. Rüyada çok meyve ve şarap bulunan bir meclise davet edildiğini görmek, cihada davet edilmeye ve sonunda şehidliğe ermeye işarettir. Rüyada düğün yemeğine davet edildiğini görmek, pişmanlık ile tabir olunur.",662,1,2
YEMEK,Yemek,yemek,"Bir kimsenin rüyada sarı renkli yemek yediğini görmesi, hastalıktır. Ancak yemek kuş eti ise, hastalık değildir. Rüyada beyaz renkli her yemek, ekşi yemekten hayırlıdır. Rüyada tıpkı su içer gibi yemeği içtiğini görmek, rızkın artmasına delâlet eder. Ziyafet maksadı ile hazırlanmış yemekten yemek, müjdeye, yas için hazırlanmış yemekleri yemek de, üzüntü ve kedere delâlet eder. Rüyada kabak yemeği yediğini görmek, hidayet ve Sünnet-i Seniyyeye itibar etmeye ve keskin zekaya delâlet eder. Alimlerin yemeklerinden yediğini görmek, ilim, hidayet ve berekete işarettir. Zahid ve fakirlerin yemekleri, o yemeklerden yiyenler için tev-be ve hidayettir. Rüyada et ile pişmiş yemek görmek, fakir için zenginliktir. Etsiz yemek ise, fakirlik alâmetidir. Bir kimsenin rüyada ekşi olan yemeği yemediğini ve Rabbine de hamdettiğini görmesi, sevinç ve neşeye, üzüntü ve kederden kurtulmaya delâlet eder. Rüyada her zaman pişirilen yemekleri görmek, rızık ve daimi olan faydalara işarettir. Melik ve sultanların yemekleri, izzet ve şerefe, o yemeklerden sultanla beraber yiyenler için de rütbelerinin yenilenmesine delâlet eder.",1118,1,2
YEMEK DOLABI,Yemek Dolabi,yemek dolabi,"Rüyada boş yemek dolabı görmekte hayır yoktur. Bu rüya maişette müşkülâta delâlet eder. Dolapta yemek ve meşrubattan bir şey varsa, bu rüya, yolculuğa, hayır ve menfaata delâlet eder.",183,1,2
YEMEK YEMEK,Yemek Yemek,yemek yemek,"Bir kimsenin rüyada bir kapta yemek yediğini görmesi, kanaat ile tâbir olunur. Ancak yemek yediği kap altın ve gümüşten ise, bu rüya haram mala ve çok borca delâlet eder. Rüyada insanlar arasında yemek yediğini görmek, şöhrete ve iyi bir isimle anılmaya delâlet eder. Rüyada sağ eli ile yemek yediğini görmek, sünnet-i Seniyyeye tâbi olmayıp sol eliyle yemek yemek ise düşmana itaata, dosta cefaya delâlet eder. Rüyada yemeği bir başkasının eliyle yediğini görmek, namuslu ve kanaat sahibi olmaya ve Allah'a itimad ve tevekküle delâlet eder. Bazı kere de bu rüya, hastalık ile tâbir olunur. Çünkü hasta da yemek yemekten aciz kalır, başkasının yardımı ile yemeğini yer. Rüyada kendi etini yediğini görmek, biriktirdiği malı yemeye işarettir. Bir kimsenin rüyada beyaz mantar yediğini görmesi, emre, nehye, işte acele etmeyip itidal üzere olmaya, uzun ömre, hasta için afiyet ve şifaya delâlet eder. Danyal (a.s) demiştir ki: Rüyada pişmiş et görmek ve yemek, suhuletle hasıl olan hayır ve menfaata, kebap et görmek ve yemek, meşakkatle husule gelen rızka delâlet eder. Kirmani demiştir ki: Rüyada tencerede pişmiş et görmek ve ondan yemek, rızık ve nimete delâlet eder. Eti kebap olarak pişirdiğini görmek, haram mala işarettir. Cafer-i Sâdık hazretleri demiştir ki: Rüyada et görmek, dört vech ile tâbir olunur: a) Mal, b) Miras, c) Hüzün, d) Musibet. Rüyada yılan eti görmek, düşmandan mala, at eti izzet ve ri-fata, katır eti hastalık ve manzara, sığır eti de vücudun sıhhatine delâlet eder. Rüyada sahu veya iftar yemeği yediğini görmek, hayırlı ve bereketli rızka, günahların mağfiretine, akıbetin güzelliğine ve dinde salaha delâlet eder.",1644,1,2
YEMEN ZAFERANI,Yemen Zaferani,yemen zaferani,"Nablusî demiştir ki: Rüyada Yemen Zaferanını görmek, sevindirici haberlere veya garip insana delâlet eder. Meyve garip kokulu bitkilerden ""Vers"" bitkisine benzeyen sarı bitkilerin tâbiri de böyledir.",199,1,2
YEMEĞİ HAZMETMEK,Yemeği̇ Hazmetmek,yemeği̇ hazmetmek,"Rüyada yediği bir yemeği hazmettiğini görmek, rüya sahibinin sanatında çalışkan ve titiz bir kimse olduğuna delâlet eder. Yine rüyada yemeği hazmetmek, her işte şen ve neşeli olmağa işarettir.",192,1,2
YEMLİK,Yemli̇k,yemli̇k,"Rüyada içine para veya saman konulan yemlik görmek, izzet ve kuvvete delâlet eder. Bazan da yemlik görmek, zevceye işarettir.",125,1,2
YEMİN,Yemi̇n,yemi̇n,"Bir kimsenin rüyada yalan yere yemin ettiğini görmesi, fakirlik, zillet, mahrumiyet ve hileye delâlet eder. Çünkü yalanla iman bir yerde durmaz. Rüyada doğru bir şey üzere yemin etitğini görmek, zafere ermeye, hak söze, Allahü Teâlâ'ya veya keffaret vacip olan bir şey üzerine yemin ettiğini görmesi, Hakka ittibaa ve Sünnet-i Seniy-yeye tabi olmaya delâlet eder. Rüyada Haç'a, yıldızlara, güneşe, yahut denize veya bunlar gibi şeylere yemin ettiğini görmek, sapıklığa, nifaka, sözü bozmaya ve şerre delâlet eder.",513,1,2
YEMİŞ,Yemi̇ş,yemi̇ş,"Rüyada taze yemiş, yani meyve görmek, devamlı rızka, kuru meyveler, devamı olmayan rızka delâlet eder. Rüyada meyve yediğini görmek, hastalıklardan şifa bulmaya ve devamlı afiyete delâlet eder.",193,1,2
YENGEÇ,Yengeç,yengeç,"Rüyada yengeç yediğini görmek, uzak bir yerden gelecek hayra delâlet eder. Yengeç, haram mal ile de tâbir olunur. Bir kimsenin rüyada yengeç görmesi, tutulacak yeri bilinmeyen hilesi anlaşılmaz, kendisine ulaşılması kolay olmayan ve arkadaşlığı çetin bir adama delâlet eder. Kirmani demiştir ki: Rüyada yengeç görmek, sert tabiatlı, himmeti büyük, nesebi azim bir kimseye işarettir. Bir başka kavle göre de yengeç, fena huylu, kibirli ve hasud bir adama delâlet eder.",467,1,2
YENİ BİR ŞEY,Yeni̇ Bi̇r Şey,yeni̇ bi̇r şey,"Rüyada yeni ber şey görmek veya yepyeni elbise almak, sevindirici habere, müjdeye, hayra ve feraha delâlet eder.",112,1,2
YENİ DOĞMUŞ ÇOCUK,Yeni̇ Doğmuş Çocuk,yeni̇ doğmuş çocuk,"Rüyada yeni doğmuş bir bebek görmek, üzüntü, keder, zahmet ve mihnet ile tâbir olunur. Çünkü çocuğun büyütülmesinde zahmet ve meşakkat çoktur. Hasta va maraz bir kadının rüyada çocuk doğurduğunu görmesi, hastalıktan şifa bulmaya delâlet eder. Bir kimsenin rüyada yere bırakılmış küçük bir kız çocuğunu yerden kaldırdığını veya kucağına alıp o çocuğu uyuttuğunu görmesi, rüya sahibi hapiste yahut sıkıntı ve muhasara altında ise, bunların hepsinden kurtulmasına delâlet eder.",474,1,2
YENİÇERİ,Yeni̇çeri̇,yeni̇çeri̇,"Osmanlı ordusunun erleri olan Yeniçerileri rüyada görmek, izzet, şeref, güç, kuvvet ve itibarın artmasına delâlet eder.",119,1,2
YER,Yer,yer,"Rüyada yer görmek, o görülen yerin şeref ve kıymetine, madde ve cevherine göre tâbir edilir. Meselâ rüyada Arafatta hacıların vakfeye durdukları yeri görmek, af ve mağfirete, duaların kabulüne, helal ve geniş rızka, dinde salâha delâlet eder. Rüyada mahşer yerini görmek, korku ve şiddetten emin olmaya, vaadini yerine getirmeye, sırları gizlemeye, fakirlikten sonra zenginliğe delâlet eder. Bazı kere de rüyada mahşer yerini görmek, nefsi hesaba çekmeye, hidayet ve tevbeye, nasibi az bir rütbeye delâlet eder. Rüyada yerin yarıldığmı görmek, haram ve bidatlarm, günah ve kötülüklerin aşikâre işlenmesine delâlet eder. Bazı kere de yerin yarılması, o yer için iyi ve hayra işarettir. Bir kimsenin rüyada yer görmesi, ilme, güzel ve düzgün söz söylemeye, dünyaya, ahirete ve orada geçen ömre delâlet eder. Rüyada kendisinin toprak olduğunu görmek, insanlar arasında kadr ve kıymetinin yüce olmasına delâlet eder. Çünkü ilk peygamber ve ilk insan topraktan yaratılmıştır. Bir adamın rüyada kıtlık yerden çıkıp bolluk ve bereketli yere gittiğini görmesi, bidatten Sünnet-i Seniyye'ye geçmeye delâlet eder. Rüyada yerin kendisini yuttuğunu ve fakat batmadığını görmek, uzak bir yolculuğa delâlet eder. Rüyada yerin kendisi için durulduğunu görmek ise, rüya sahibinin ölümüne işarettir. Bir kimsenin rüyada eliyle veya başka bir nesneyle yeri dövdüğünü görmesi, ticaret için sefer etmeye alâmettir. Bazı kere de rüyada yer görmek, o yerin genişliği, büyüklüğü, darlığı ve küçüklüğü nisbetinde o yere sahip olan kişinin dünyalığına delâlet eder. Rüyada yer yarılıp içinden bir hayvan çıktığını ve kendisi ile konuştuğunu görmek, hayret edilecek bir hadise ile karşılaşmaya işarettir. Yine rüyada yerin yarıldığını ve oradan yartıcı bir hayvanın çıktığını görmek, zalim bir hükümdarın zuhuruna delâlet eder. Yerden yılanın çıkması da böyledir. Bir kimsenin rüyada yerin yarıldığını ve içinden nebatlar çıktığını görmesi, o yer halkının bolluk ve ucuzluğa nail olacaklarına delâlet eder. Yine bir kimsenin rüyada eli ile yeri durduğunu görmesi, mal ve mülke nailiyete delâlet eder. Rüyada kendisi için yerin yarıldığını görmek, uzun ömre delâlet eder. Rüyada bir yer üzerinde oturduğunu görmek, o yerde iktidar-lı, kuvvetli ve nüfuzlu olmaya alâmettir. Bir kimsenin rüyada bir yere mâlik olduğunu görmesi, bekâr ise evlenmeye, evli ise çocuğunun dünyaya gelmesine veya mirasa konmaya delâlet eder. Rüyada yeri yediğini görmek, rüya sahibinin o yerde çalışarak kazancından büyük fayda elde etmesine işarettir. Bir kimsenin rüyada ekilecek arazi görmesi, o arazinin ekilip biçilmesine, ziraatına ve mahsulüne, bolluğuna, kıtlığına, güzel kokan nebatlara ve çiçeklere delâlet eder.",2671,1,2
YER ELMASI,Yer Elmasi,yer elmasi,"Rüyada yer elması görmek, feyiz ve berekete delâlet eder. Bazan da bu rüya, üzüntü, meşakkat, şiddet ve sıkıntıya işarettir. Yer elması, mal, mülk ve rızık ile de tâbir edilir.",176,1,2
YER MANTARI,Yer Mantari,yer mantari,"Bir kimsenin rüyada yer mantarı yediğini görmesi, helal mala ve rızka delâlet eder. Rüyada yer mantarı görmek, ileri gelen kimselerin sevdiği, kerem ve vefa sahibi bir adama delâlet eder. Bazı kere de yer mantarı, kendisinde hayır olmayan bir kadına delâlet eder.",263,1,2
YER-ZEMİN,Yer-Zemi̇n,yer-zemi̇n,"Rüyada yer, yani zenim görmek, korkudan emin olmaya, zenginlik ve mala delâlet eder.",84,1,2
YERE BATMAK,Yere Batmak,yere batmak,"Bir kimsenin rüyada yere battığını görmesi, devlet reisi tarafından erişecek korku ve şiddete delâlet eder. Rüyada kendisinin yere battığını görmek, azab ile tâbir edilir. Bazı kere de rüyada yere batmak, çok uzak bir yolculuğa delâlet eder. Yine yere batmak, muhabbet ve vecd ehli için keşif ve kerametin zuhuruna delâlet eder. Nablusî demiştir ki: - Rüyada yerin bir tarafının yarılıp yine yere batması o yer halkına isabet edecek şiddetli bir hastalığa yahut orada çekirge, dolu, kıtlık, pahalılık v.s. gibi meydana çıkacak âfet ve belaya delâlet eder.",555,1,2
YERİN YEŞİLLENMESİ,Yeri̇n Yeşi̇llenmesi̇,yeri̇n yeşi̇llenmesi̇,"Bir kimsenin rüyada yeryüzünün yeşillendiğini ve her tarafın çimenlerle dolduğunu görmesi, evli ise zevcesinin hamileliğine ve çocuk sancısından dolayı kıvranmaya delâlet eder. Bekâr bir kimsenin bu rüyayı görmesi, iffetli bir hanımla evlenmeye işarettir.",255,1,2
YETİM,Yeti̇m,yeti̇m,"Bir kimsenin rüyada yetim kaldığını görmesi, hakir görülmeye alâmettir. Rüyada herhangi bir yetimi görmek, düşmana galip gelmeye ve düşman üzerindeki hakkı almaya delâlet eder. Rüyada bir yetime ikramda bulunduğunu görmek, hayır ve berekete ve gönül safasına delâlet eder. Çünkü yetimin başını okşamakta bereket vardır.",319,1,2
YEĞE (EĞE TÖRPÜ),Yeğe (Eğe Törpü),yeğe,"Rüyada eğe görmek, dil ile tâbir olunur. Yine eğe rüyası, ihtiyaçları gidermeye, kalem ilmini bilen kişiler için de, güzel ibadet etmeye işarettir. Rüyada bir şeyi eğelediğini görmek, nikahlanmaya alâmettir.",207,1,2
YEŞİL EKİN BAŞAĞI,Yeşi̇l Eki̇n Başaği,yeşi̇l eki̇n başaği,"Bir adamın rüyada yeşil ekin başağı görmesi, birbiri üzerine yığılmış mala delâlet eder. Çünkü başaklar da tarlada herbiri üzerine yığılır. Rüyada sapı üzerinde duran yeşil başak görmek, rızka, ucuzluk ve bolluğa ve nimetin devamına delâlet eder. Bazı kere de yeşil başaklar görmek, dünyanın senelerine, aylarına ve günlerine alâmettir. Rüyada yeşil ekin başaklarını yerden kaldırdığını ve topladığını görmek, rızka, menfaata, mala, hayır ve iyiliğe delâlet eder. Rüyada kuru ekin başağı görmek, kıtlığa, bazı kere de fazla mülke delâlet eder. Rüyada tanıdık bir kimsenin ekin başaklarını yerden kaldırdığını görmek, o kimseden gelecek iyilik ve menfaate delâlet eder.",668,1,2
YEŞİL KURT,Yeşi̇l Kurt,yeşi̇l kurt,"Rüyada sebzeleri yiyen yeşil kurt görmek, hilekâr bir hırsıza delâlet eder. Bir kimsenin rüyada cebine bu kurdun girdiğini görmesi, cebindeki paranın hırsızlar veya yankesiciler tarafından aşırılacağı-na işarettir.",214,1,2
YEŞİL MEŞE,Yeşi̇l Meşe,yeşi̇l meşe,"Rüyada yeşil meşe görmek, kuvvet, kudret, sıhhat ve afiyete delâlet eder. Kökünden kesilmiş veya kurumuş meşe görmek, zarar ve ziyan ile tâbir olunur.",150,1,2
YIKANMAK,Yikanmak,yikanmak,"Rüyada su ile yıkanıp temizlendiğini görmek, üzüntü, keder ve sıkıntıdan halâs olmaya delâlet eder. Bazı kere de bu rüya günahlardan temizlenmeye işarettir.",156,1,2
YIKAYICI,Yikayici,yikayici,"Bir kimsenin rüyada yıkayıcı görmesi, cahil veya nasihat kabul etmeyenleri terbiye eden öğreticiye delâlet eder. Yine yıkayıcı, üzüntü, keder ve sıkıntıdan kurtulmaya, yolculuk için hazırlık yapmaya ve tedbirli olmaya delâlet eder.",231,1,2
YIL,Yil,yil,"Kıtlık, sıkıntı ve şiddet içinde olanların rüyada yıl görmeleri, hayrın artmasına, sıkıntı ve şiddetten kurtulmaya delâlet eder. Nablusî demiştir ki: Rüyada yıl görmek, Allahü Teâlâ'nın: “- Münafıklar görmüyorlar mı ki, onlar her yıl ya bir, ya iki kere çeşitli belalara çarpıyorlar da yine tevbe etmiyorlar ve onlar ibret de almıyorlar."" (Tevbe, 126) mealindeki âyet-i kerime işaretince, rüya sahibinin kendisinde veya bir başkasında göreceği belaya delâlet eder. Eğer kıtlık içinde iseler bu rüya hayrın artmasına işarettir.",526,1,2
YILAN,Yilan,yilan,"Cafer-i Sâdık (r.a) demiştir ki: Rüyada yılan görmek on şekilde tâbir olunur: a) Gizli düşmanlık b) Maişet, c) Selamet, d) Saltanat e) Emirlik, f) Devlet, g) Zevce, h) Evlad, ı) Öülm, i) Sel. Rüyada bir yılanın uçarak yüksek bir yere konduğunu görmek, gönül süruruna delâlet eder. Bir kimsenin rüyada bir yılanın etini çiğ olarak yediğini görmesi, düşman üzerine galip gelmeye ve düşmanın malından nasiplenmeye delâlet eder. Rüyada yılanın eti, kemiği, derisi, kanı düşmanın malına delâlet eder. Rüyada yılanın kendisine güzel bir sözle hitap etitği-ni görmek, düşman ile sulh olmaya delâlet eder. Kirmanî demiştir ki: Bir beyaz yılan görüp bunu tuttuğunu ve bu yılana malik olduğunu görmek, yüksek mertebelere nailiyete delâlet eder. Rüyada yeşil yılan görmek, dinin düşmanı olarak tâbir edilir. Bir kimsenin rüyada kendisini bir yılanın ısırdığını görmesi, düşmanı tarafından erişecek eza ve meşakkate işarettir. Rüyada bütün sokakların yılanların istilasına uğradığını ve sokaklarda yılanların gezdiğini görmek, o yerde harbin meydana gelmesine ve düşmanın galebe etmesine alâmettir. Rüyada bir yılandan iki elleri üzerine mal bulaştığını görmek, düşmanın ölümüne ve onun malından geçecek menfaata delâlet eder. Rüyada yılan eti yediğini görmek, sevinç, menfaat ve izzete delâlet eder. Rüyada başında yılan olduğunu görmek, rüya sahibinin şanının melikler yanında yüce olacağına alâmettir. Bir kimsenin rüyada bahçe ve bostanının yılanlarla dolu olduğunu görmesi, o bostandan meydana gelecek büyüme ve gelişmeye, nebatatın fazlalığına ve bereketine delâlet eder. Rüyada yılanın derisini altın olarak bulduğunu görmek, meliklerin hazinesinin ele geçmesine delâlet eder. Nablusî demiştir ki: Rüyada koynunda yılan olduğunu ve bunu keserek üç parça ettiğini gören kimse zevcesini üç talakla boşar. Eğer iki parça etse, düşmanından intikamını alır. Bir kimsenin rüyada yılanın yüksek bir yerden indiğini görmesi, o mahalde şanlı birinin veya oranın reisinin ölümüne delâlet eder. Yine bir kişinin rüyada yılanları çiğneyerek onların aralarında gezindiğini görmesi, dereler dolusu sellerin akacağı büyük bir yağmura alâmettir. Rüyada karın yılanı (yani solucan) görmek, insan ile beraber sofrasında yemek yiyen akraba ve ailesine işarettir. Çünkü solucan da insanın gıdasına ortaktır ve onu yer bitirir. Rüyada bir yılanı beline sardığını görmek, bele takılan kemere delâlet eder.",2378,1,2
YILAN TUTAN,Yilan Tutan,yilan tutan,"Kişinin rüyada yılan tutan birini görmesi, kötü ve şerli kimselerle geçinmeye, buğz ve düşmanlığını gizli tutarak düşmanı idare etmeye işarettir. Bazı kere de yılan tutanı görmek, bir kimsenin ardınca gidip izini takip etmeye delâlet eder. Rüyada yılanlara afsun okuyanı görmek, yalancı ve hilekâr kimseye delâlet eder. Rüyada hasta bir adamın yılancının yanında yılanlar olduğunu görmesi, ömrünün uzun olmasına işarettir. Rüyada yılancının yanında yılan değil de, ipek böceği görülürse, rüya sahibinin tevbesine, fakir ise zenginliğe delâlet eder. Ebu Saidü'l-Vaâz demiştir ki: Rüyada kara yılan görmek, mal ve menfaate, su yılanı görmek, kadri yüce bir zatla sohbete, ejderha görmek kuvvetin ziyadeliğine delâlet eder. Rüyada yılanlar dolu bir kap görmek, rüya sahibinin müslümanlara karşı düşmanlığına delâlet eder.",818,1,2
